series,t,y
s0,596,10.235058
s0,597,10.591808
s0,598,12.033693
s0,599,16.411534
s0,600,16.413537
s0,601,18.017670
s0,602,21.630039
s0,603,27.172727
s0,604,25.118988
s0,605,26.572796
s0,606,25.846390
s0,607,26.371028
s0,608,22.058570
s0,609,22.139608
s0,610,21.485954
s0,611,19.009999
s0,612,16.565485
s0,613,13.645655
s0,614,12.281632
s0,615,9.717532
s0,616,5.732762
s0,617,6.824918
s0,618,9.157169
s0,619,11.097669
s0,620,12.250030
s0,621,10.722415
s0,622,13.607123
s0,623,15.518509
s0,624,14.992674
s0,625,15.423583
s0,626,20.094096
s0,627,18.862484
s0,628,22.427501
s0,629,24.703191
s0,630,21.727889
s0,631,23.781876
s0,632,24.923417
s0,633,22.260425
s0,634,20.880391
s0,635,19.591071
s0,636,18.873029
s0,637,14.308021
s0,638,14.144910
s0,639,10.464942
s0,640,8.474432
s0,641,9.110058
s0,642,7.426824
s0,643,7.819125
s0,644,8.635310
s0,645,7.283570
s0,646,12.863844
s0,647,12.688920
s0,648,16.701043
s0,649,21.358616
s0,650,20.234192
s0,651,21.961212
s0,652,26.389767
s0,653,25.992346
s0,654,27.068484
s0,655,24.783660
s0,656,25.871856
s0,657,22.430856
s0,658,20.918397
s0,659,21.155469
s0,660,17.307068
s0,661,17.557269
s0,662,18.365331
s0,663,10.324185
s0,664,10.689249
s0,665,13.029551
s0,666,10.877791
s0,667,13.386691
s0,668,10.859525
s0,669,14.425439
s0,670,15.460190
s0,671,18.004476
s0,672,20.529786
s0,673,20.268107
s0,674,22.580300
s0,675,28.343503
s0,676,27.993514
s0,677,28.641207
s0,678,28.819564
s0,679,29.333151
s0,680,26.257725
s0,681,25.379527
s0,682,27.548577
s0,683,23.912161
s0,684,23.096016
s0,685,18.829460
s0,686,20.202761
s0,687,17.023720
s0,688,16.095070
s0,689,15.525841
s0,690,13.218744
s0,691,11.896590
s0,692,14.072803
s0,693,19.780409
s0,694,21.013302
s0,695,20.406260
s0,696,22.644644
s0,697,26.947513
s0,698,27.035499
s0,699,26.964935
s0,700,32.417174
s0,701,32.027354
s0,702,27.577732
s0,703,30.892551
s0,704,30.881571
s0,705,30.202382
s0,706,28.065733
s0,707,24.917069
s0,708,23.714497
s0,709,22.331394
s0,710,19.526517
s0,711,17.722953
s0,712,19.063946
s0,713,14.755224
s0,714,15.440858
s0,715,13.019766
s0,716,17.926164
s0,717,19.643218
s0,718,20.832902
s0,719,23.327990
s0,720,24.604842
s0,721,26.482280
s0,722,28.580607
s0,723,29.004694
s0,724,32.553023
s0,725,30.835940
s0,726,29.264112
s0,727,32.623522
s0,728,33.353429
s0,729,27.507509
s0,730,27.142345
s0,731,24.192236
s0,732,22.518393
s0,733,21.035083
s0,734,16.945314
s0,735,16.727327
s0,736,13.446940
s0,737,13.972579
s0,738,12.596248
s0,739,12.953377
s0,740,12.573220
s0,741,18.422241
s0,742,18.814495
s0,743,16.730580
s0,744,20.780611
s0,745,22.597419
s0,746,24.355853
s0,747,24.662957
s0,748,29.314241
s0,749,28.129301
s0,750,29.639122
s0,751,29.313862
s0,752,29.725085
s0,753,23.200917
s0,754,27.080684
s0,755,24.250222
s0,756,20.916906
s0,757,21.593630
s0,758,16.029045
s0,759,15.209654
s0,760,11.294165
s0,761,13.343919
s0,762,11.378438
s0,763,10.515397
s0,764,15.279879
s0,765,12.534350
s0,766,14.552814
s0,767,16.014232
s0,768,17.055392
s0,769,21.051514
s0,770,23.181455
s0,771,24.095722
s0,772,20.897998
s0,773,26.964921
s0,774,24.945659
s0,775,23.172140
s0,776,25.172762
s0,777,23.728986
s0,778,19.398875
s0,779,22.994563
s0,780,14.937272
s0,781,11.938252
s0,782,10.848371
s0,783,13.229529
s0,784,9.326324
s0,785,8.140841
s0,786,8.296672
s0,787,7.651762
s0,788,8.243880
s0,789,9.541668
s0,790,13.310438
s0,791,15.698474
s0,792,14.412140
s0,793,18.523051
s0,794,21.305808
s0,795,19.951202
s0,796,22.135281
s0,797,22.069301
s0,798,21.934354
s0,799,23.893184
s0,800,21.761576
s0,801,22.691812
s0,802,19.997602
s0,803,18.800490
s0,804,15.632636
s0,805,13.049749
s0,806,12.032632
s0,807,10.559619
s0,808,8.218933
s0,809,9.288897
s0,810,9.590676
s0,811,8.989064
s0,812,12.349281
s0,813,9.944507
s0,814,13.527999
s0,815,14.057081
s0,816,17.248081
s0,817,17.710747
s0,818,22.851990
s0,819,23.110061
s0,820,26.115103
s0,821,23.092504
s0,822,24.716416
s0,823,23.924021
s0,824,23.823816
s0,825,22.420550
s0,826,21.807135
s0,827,20.173882
s0,828,18.198889
s0,829,15.441041
s0,830,14.838516
s0,831,14.423014
s0,832,10.449135
s0,833,11.238739
s0,834,10.991403
s0,835,12.278314
s0,836,12.373454
s0,837,13.870224
s0,838,14.115326
s0,839,17.814609
s0,840,18.524985
s0,841,23.045244
s0,842,24.133770
s0,843,26.168486
s0,844,26.098468
s0,845,29.757065
s0,846,29.997786
s0,847,30.141121
s0,848,31.671042
s0,849,26.893939
s0,850,27.386809
s0,851,23.471996
s0,852,22.366075
s0,853,20.383062
s0,854,18.423347
s0,855,17.524484
s0,856,14.838779
s0,857,14.713366
s0,858,15.350455
s0,859,17.678309
s0,860,14.444717
s0,861,14.281761
s0,862,18.157671
s0,863,21.105220
s0,864,23.407289
s0,865,25.436492
s0,866,29.197419
s0,867,30.605431
s0,868,30.313476
s0,869,30.512593
s0,870,31.050261
s0,871,30.823569
s0,872,30.290739
s0,873,26.916147
s0,874,27.084626
s0,875,25.254448
s0,876,23.597503
s0,877,21.452834
s0,878,21.030535
s0,879,17.466885
s0,880,16.358888
s0,881,17.136898
s0,882,15.623496
s0,883,16.616124
s0,884,18.131549
s0,885,18.993146
s0,886,20.355583
s0,887,21.545407
s0,888,24.990742
s0,889,26.215136
s0,890,27.014527
s0,891,29.191093
s0,892,28.702691
s0,893,29.855166
s0,894,28.591223
s0,895,30.175978
s0,896,32.529178
s0,897,28.153369
s0,898,28.565020
s0,899,25.283424
s0,900,22.006448
s0,901,23.102582
s0,902,19.863737
s0,903,14.368692
s0,904,17.458731
s0,905,13.162077
s0,906,14.209297
s0,907,15.716856
s0,908,14.845312
s0,909,18.261585
s0,910,19.218022
s0,911,17.275521
s0,912,20.979640
s0,913,24.121438
s0,914,24.541366
s0,915,26.631928
s0,916,29.386880
s0,917,29.269533
s0,918,27.417093
s0,919,28.750423
s0,920,26.544741
s0,921,24.160404
s0,922,22.490831
s0,923,22.679246
s0,924,19.955018
s0,925,17.788574
s0,926,13.867145
s0,927,13.601001
s0,928,10.816160
s0,929,10.046717
s0,930,10.845713
s0,931,9.023892
s0,932,12.963604
s0,933,17.001042
s0,934,15.272753
s0,935,14.661235
s0,936,17.830568
s0,937,17.712777
s0,938,21.395814
s0,939,24.340428
s0,940,25.617939
s0,941,23.701337
s0,942,25.984674
s0,943,26.968510
s0,944,27.015659
s0,945,21.707155
s0,946,19.685072
s0,947,19.125731
s0,948,12.187730
s0,949,13.861402
s0,950,12.261485
s0,951,10.221302
s0,952,7.073498
s0,953,8.343250
s0,954,7.153551
s0,955,9.818317
s0,956,7.878742
s0,957,10.115860
s0,958,11.804992
s0,959,14.973859
s0,960,12.026841
s0,961,17.595287
s0,962,21.260061
s0,963,21.103304
s0,964,20.496289
s0,965,24.252761
s0,966,24.538699
s0,967,23.297421
s0,968,21.083715
s0,969,20.496925
s0,970,19.542666
s0,971,16.739434
s0,972,13.028003
s0,973,12.834885
s0,974,12.078918
s0,975,9.756316
s0,976,9.227385
s0,977,8.740197
s0,978,9.830645
s0,979,12.262250
s0,980,10.778541
s0,981,8.709323
s0,982,8.443933
s0,983,14.559917
s0,984,16.986896
s0,985,17.179668
s0,986,21.503044
s0,987,21.601324
s0,988,24.851784
s0,989,24.597428
s0,990,26.141981
s0,991,22.563014
s0,992,23.973376
s0,993,23.290972
s0,994,19.720200
s0,995,23.213219
s0,996,17.399228
s0,997,18.553834
s0,998,13.475689
s0,999,12.654076
s0,1000,13.787019
s0,1001,11.723440
s0,1002,11.417203
s0,1003,11.954456
s0,1004,10.289775
s0,1005,13.272002
s0,1006,14.170767
s0,1007,18.095745
s0,1008,19.129603
s0,1009,22.149623
s0,1010,24.175252
s0,1011,26.046520
s0,1012,27.468777
s0,1013,27.427248
s0,1014,27.203679
s0,1015,27.699713
s0,1016,29.821685
s0,1017,27.576629
s0,1018,26.400493
s0,1019,25.878069
s0,1020,19.848445
s0,1021,20.614446
s0,1022,16.279881
s0,1023,15.936342
s0,1024,16.099861
s0,1025,17.230827
s0,1026,13.242495
s0,1027,14.730069
s0,1028,17.642467
s0,1029,14.787880
s0,1030,19.511588
s0,1031,20.468089
s0,1032,21.716614
s0,1033,25.523553
s0,1034,28.256836
s0,1035,27.584391
s0,1036,31.000288
s0,1037,31.541260
s0,1038,29.616974
s0,1039,33.879116
s0,1040,32.395542
s0,1041,28.056505
s0,1042,26.883682
s0,1043,27.167504
s0,1044,23.106993
s0,1045,18.916164
s0,1046,21.633535
s0,1047,18.332045
s0,1048,20.111854
s0,1049,16.841744
s0,1050,16.305588
s0,1051,20.868997
s0,1052,16.785624
s0,1053,16.795089
s0,1054,20.322040
s0,1055,23.676921
s0,1056,22.035519
s0,1057,24.481031
s0,1058,28.541935
s0,1059,24.316635
s0,1060,28.903412
s0,1061,32.666430
s0,1062,30.665092
s0,1063,28.661495
s0,1064,33.473211
s0,1065,26.786895
s0,1066,26.467570
s0,1067,24.692573
s0,1068,23.260357
s0,1069,20.370126
s0,1070,18.802663
s0,1071,17.263564
s0,1072,15.653805
s0,1073,15.030981
s0,1074,10.687678
s0,1075,15.353578
s0,1076,13.077946
s0,1077,13.004641
s0,1078,20.210157
s0,1079,17.741698
s0,1080,22.023326
s0,1081,22.434022
s0,1082,24.375818
s0,1083,27.751818
s0,1084,26.430064
s0,1085,29.358962
s0,1086,29.499192
s0,1087,30.334170
s0,1088,26.986431
s0,1089,27.779244
s0,1090,27.052032
s0,1091,24.758809
s0,1092,20.937723
s0,1093,18.498549
s0,1094,20.260208
s0,1095,17.466769
s0,1096,11.249040
s0,1097,13.006721
s0,1098,12.073051
s0,1099,11.352945
s0,1100,12.138076
s0,1101,13.802486
s0,1102,16.038409
s0,1103,16.679911
s0,1104,18.808135
s0,1105,22.428902
s0,1106,22.508352
s0,1107,24.400762
s0,1108,26.259291
s0,1109,27.965346
s0,1110,27.469306
s0,1111,25.721801
s0,1112,24.540017
s0,1113,20.870661
s0,1114,21.535093
s0,1115,17.379194
s0,1116,15.234211
s0,1117,15.751871
s0,1118,12.534121
s0,1119,11.711784
s0,1120,8.604554
s0,1121,10.658058
s0,1122,8.626160
s0,1123,10.506710
s0,1124,10.425807
s0,1125,10.832011
s0,1126,11.412065
s0,1127,14.116156
s0,1128,17.425105
s0,1129,19.256539
s0,1130,18.131741
s0,1131,23.323097
s0,1132,22.597135
s0,1133,25.034626
s0,1134,22.884019
s0,1135,24.750772
s0,1136,21.664841
s0,1137,21.888976
s0,1138,19.567829
s0,1139,17.683370
s0,1140,15.193749
s0,1141,13.820018
s0,1142,9.392693
s0,1143,11.970172
s0,1144,10.887000
s0,1145,7.897906
s0,1146,6.188517
s0,1147,7.701397
s0,1148,11.123878
s0,1149,11.957082
s0,1150,12.214479
s0,1151,16.146696
s0,1152,15.206305
s0,1153,18.058447
s0,1154,21.827164
s0,1155,22.674966
s0,1156,23.264751
s0,1157,21.098853
s0,1158,26.579987
s0,1159,25.870081
s0,1160,21.886247
s0,1161,24.489247
s0,1162,21.977018
s0,1163,20.647613
s0,1164,19.776774
s0,1165,15.146061
s0,1166,15.680339
s0,1167,14.116196
s0,1168,13.111201
s0,1169,13.854846
s0,1170,12.163892
s0,1171,10.630455
s0,1172,15.353043
s0,1173,12.123588
s0,1174,14.960722
s0,1175,16.236731
s0,1176,19.835583
s0,1177,23.951668
s0,1178,26.375378
s0,1179,26.846340
s0,1180,26.549347
s0,1181,27.585260
s0,1182,27.924970
s0,1183,30.287228
s0,1184,26.656761
s0,1185,28.361213
s0,1186,25.409214
s0,1187,23.945402
s0,1188,24.154284
s0,1189,19.037988
s0,1190,20.658766
s0,1191,14.216150
s0,1192,14.005455
s0,1193,12.122448
s0,1194,13.299108
s0,1195,15.814354
s0,1196,16.972854
s0,1197,17.662413
s0,1198,19.359555
s0,1199,19.084011
s0,1200,21.004395
s0,1201,25.775167
s0,1202,29.461446
s0,1203,28.461135
s0,1204,28.362609
s0,1205,28.810619
s0,1206,30.514833
s0,1207,33.920926
s0,1208,30.319315
s0,1209,27.771678
s0,1210,26.847138
s0,1211,25.160584
s0,1212,24.324693
s0,1213,20.803687
s0,1214,18.531420
s0,1215,18.017167
s0,1216,17.810484
s0,1217,17.417066
s0,1218,16.880851
s0,1219,15.537801
s0,1220,14.348489
s0,1221,17.040369
s0,1222,20.409854
s0,1223,19.725897
s0,1224,24.303902
s0,1225,24.990294
s0,1226,26.890829
s0,1227,31.223599
s0,1228,31.001670
s0,1229,33.586066
s0,1230,30.101071
s0,1231,33.073054
s0,1232,31.846834
s0,1233,24.251747
s0,1234,27.163722
s0,1235,27.756503
s0,1236,24.372218
s0,1237,20.255221
s0,1238,18.559743
s0,1239,15.086695
s0,1240,16.122556
s0,1241,12.012668
s0,1242,12.869468
s0,1243,16.438537
s0,1244,15.292173
s0,1245,15.889792
s0,1246,17.830542
s0,1247,24.185553
s0,1248,23.391836
s0,1249,22.429094
s0,1250,28.128164
s0,1251,26.835899
s0,1252,29.290771
s0,1253,27.824074
s0,1254,27.389514
s0,1255,29.754113
s0,1256,26.294153
s0,1257,24.854603
s0,1258,25.735455
s0,1259,20.360807
s0,1260,17.729197
s0,1261,18.651970
s0,1262,12.565269
s0,1263,12.692527
s0,1264,11.890594
s0,1265,9.376456
s0,1266,9.322091
s0,1267,12.302714
s0,1268,12.360701
s0,1269,11.508891
s0,1270,15.385813
s0,1271,18.760725
s0,1272,16.212597
s0,1273,20.299487
s0,1274,25.162642
s0,1275,24.506582
s0,1276,25.976339
s0,1277,25.031882
s0,1278,24.229299
s0,1279,26.947652
s0,1280,25.253472
s0,1281,22.745990
s0,1282,20.323255
s0,1283,16.242305
s0,1284,17.122124
s0,1285,13.604316
s0,1286,12.484078
s0,1287,12.029810
s0,1288,10.919699
s0,1289,9.886533
s0,1290,12.004227
s0,1291,10.470534
s0,1292,8.154577
s0,1293,9.258329
s0,1294,15.902750
s0,1295,13.004422
s0,1296,16.029672
s0,1297,20.932061
s0,1298,22.789182
s0,1299,21.594594
s0,1300,23.326497
s0,1301,21.114029
s0,1302,22.546642
s0,1303,23.145789
s0,1304,22.930332
s0,1305,21.164693
s0,1306,20.288347
s0,1307,21.648609
s0,1308,16.843234
s0,1309,14.559676
s0,1310,12.180631
s0,1311,10.292560
s0,1312,11.321013
s0,1313,7.020326
s0,1314,8.195197
s0,1315,6.982888
s0,1316,9.747103
s0,1317,11.146729
s0,1318,14.167855
s0,1319,16.627315
s0,1320,17.933577
s0,1321,21.634280
s0,1322,23.609398
s0,1323,23.333001
s0,1324,24.804867
s0,1325,22.020206
s0,1326,26.018430
s0,1327,25.343979
s0,1328,21.973331
s0,1329,22.838508
s0,1330,23.531878
s0,1331,18.219439
s0,1332,20.333187
s0,1333,17.089558
s0,1334,14.173215
s0,1335,12.794306
s0,1336,13.220659
s0,1337,8.947086
s0,1338,14.375135
s0,1339,10.227476
s0,1340,11.251175
s0,1341,15.848517
s0,1342,16.965163
s0,1343,19.900510
s0,1344,21.673570
s0,1345,22.822351
s0,1346,22.256706
s0,1347,25.348168
s0,1348,27.841875
s0,1349,28.443561
s0,1350,25.605631
s0,1351,30.433731
s0,1352,30.877052
s0,1353,29.320523
s0,1354,23.832789
s0,1355,24.367667
s0,1356,18.333138
s0,1357,22.502551
s0,1358,14.896197
s0,1359,17.128088
s0,1360,17.185205
s0,1361,16.713989
